phone_encoded,Customer_id_encoded,Amount_Including_VAT,Order_Date,Return_Date,location_encoded,transaction_id_encoded
1528,3102,-37,2023-09-22 00:00:00,26/9/23 00:00,Online_Sales,50b0b4b5
1528,1657,52,2023-10-27 00:00:00,1/1/00 00:00,2ebfcf79,f484fbfa
1528,1657,50,2023-10-06 00:00:00,1/1/00 00:00,2ebfcf79,f686671f
1528,3045,-148,2024-12-20 00:00:00,17/1/25 00:00,Online_Sales,f1dbbb7e
1528,5145,-33,2023-03-03 00:00:00,23/3/23 00:00,Online_Sales,ddaee0d4
1528,8742,28,2024-08-25 00:00:00,1/1/00 00:00,a6526ca0,793a421c
1528,9093,66,2023-02-01 00:00:00,1/1/00 00:00,3989cc32,a63d3033
1528,9093,10,2023-02-01 00:00:00,1/1/00 00:00,3989cc32,a63d3033
1528,9093,17,2023-02-01 00:00:00,1/1/00 00:00,3989cc32,a63d3033
1528,2925,42,2023-09-19 00:00:00,1/1/00 00:00,Online_Sales,7e263031
1528,2925,42,2023-09-29 00:00:00,1/1/00 00:00,adf351d5,43bc90bc
1528,7986,120,2024-09-21 00:00:00,1/1/00 00:00,43c997eb,7eceb20f
1528,7986,145,2024-09-21 00:00:00,1/1/00 00:00,43c997eb,7eceb20f
1528,5190,87,2023-10-03 00:00:00,1/1/00 00:00,Online_Sales,1883366b
1528,3045,-299,2024-11-29 00:00:00,10/12/24 00:00,Online_Sales,b0de8b95
1528,3045,-44,2024-11-29 00:00:00,19/12/24 00:00,Online_Sales,b0de8b95
1528,3045,-29,2024-11-29 00:00:00,19/12/24 00:00,Online_Sales,b0de8b95
1528,3045,-44,2024-11-29 00:00:00,19/12/24 00:00,Online_Sales,b0de8b95
1528,3045,-299,2024-11-29 00:00:00,19/12/24 00:00,Online_Sales,b0de8b95
1528,8580,123.25,10/11/24 00:00,1/1/00 00:00,f3a00157,64099400
1528,4719,28,13/9/24 00:00,1/1/00 00:00,f3a00157,d2bad052
1528,3102,37,2023-09-25 00:00:00,1/1/00 00:00,Online_Sales,5aeb640b
1528,3102,66,2024-08-01 00:00:00,1/1/00 00:00,Online_Sales,f623e294
1528,3102,37,2024-02-27 00:00:00,1/1/00 00:00,Online_Sales,84540500
1528,2609,99,2024-09-25 00:00:00,1/1/00 00:00,adf351d5,a69bd3ec
1528,6114,30,2024-05-07 00:00:00,1/1/00 00:00,aa6c63d7,b980826f
1528,3334,272,2023-02-14 00:00:00,1/1/00 00:00,Online_Sales,e042106a
1528,3615,78,2023-03-27 00:00:00,1/1/00 00:00,c25dda79,83afe102
1528,606,50,2023-08-06 00:00:00,1/1/00 00:00,c25dda79,3d166fe8
1528,6029,33,2023-03-05 00:00:00,1/1/00 00:00,0c7290d4,7ffde1a8
1528,10148,-76,2023-08-28 00:00:00,28/8/23 00:00,82542e02,bbf5ff89
1528,10148,76,2023-08-28 00:00:00,1/1/00 00:00,82542e02,8a85a4d4
1528,5489,91,2023-05-30 00:00:00,1/1/00 00:00,Online_Sales,c1209e2c
1528,201,52,2023-07-30 00:00:00,1/1/00 00:00,d1d2e2b0,1e4bc5f5
1528,3449,110,2023-04-10 00:00:00,1/1/00 00:00,Online_Sales,ac913c08
1528,3449,-110,2023-02-11 00:00:00,23/11/23 00:00,Online_Sales,507f1dc8
1528,6259,33,2023-06-08 00:00:00,1/1/00 00:00,Online_Sales,d91e2d74
1528,4151,-59,2023-03-27 00:00:00,25/4/23 00:00,Online_Sales,ccee3f28
1528,4151,-72,2023-03-27 00:00:00,5/4/23 00:00,Online_Sales,ccee3f28
1528,4151,-70,2023-03-27 00:00:00,5/4/23 00:00,Online_Sales,ccee3f28
1528,4151,70,2023-03-27 00:00:00,1/1/00 00:00,Online_Sales,ccee3f28
1528,4151,87,2024-03-03 00:00:00,1/1/00 00:00,Online_Sales,d54ec470
1528,4151,84,2024-03-03 00:00:00,1/1/00 00:00,Online_Sales,d54ec470
1528,4151,108,2024-03-03 00:00:00,1/1/00 00:00,Online_Sales,d54ec470
1528,4151,84,2024-03-03 00:00:00,1/1/00 00:00,Online_Sales,d54ec470
1528,6114,65,2024-05-07 00:00:00,1/1/00 00:00,aa6c63d7,b980826f
1528,2609,25,2023-08-31 00:00:00,1/1/00 00:00,83a1c700,fbd4c8cb
1528,3102,22,2024-06-03 00:00:00,1/1/00 00:00,Online_Sales,df5c2b02
1528,2555,55,2023-09-03 00:00:00,1/1/00 00:00,83a1c700,eb236451
1528,3102,22,2024-06-03 00:00:00,1/1/00 00:00,Online_Sales,df5c2b02
1528,3102,18,2024-08-26 00:00:00,1/1/00 00:00,Online_Sales,a9f08412
1528,3102,18,2024-08-26 00:00:00,1/1/00 00:00,Online_Sales,a9f08412
1528,6078,78,2023-06-29 00:00:00,1/1/00 00:00,aa6c63d7,950218b7
1528,6086,28,2023-09-26 00:00:00,1/1/00 00:00,aa6c63d7,8d06d1dd
1528,6086,84,2023-09-26 00:00:00,1/1/00 00:00,aa6c63d7,8d06d1dd
1528,6086,67,2023-09-26 00:00:00,1/1/00 00:00,aa6c63d7,8d06d1dd
1528,7133,67,2024-02-24 00:00:00,1/1/00 00:00,Online_Sales,7badf64d
1528,5642,42,2023-03-07 00:00:00,1/1/00 00:00,Online_Sales,5bf8bb7d
1528,5642,170,2023-11-24 00:00:00,1/1/00 00:00,65751190,e9570311
1528,5642,50,2024-10-06 00:00:00,1/1/00 00:00,Online_Sales,b2f1982e
1528,6073,99,2023-11-04 00:00:00,1/1/00 00:00,aa6c63d7,5e8645de
1528,350,88,2023-01-05 00:00:00,1/1/00 00:00,67f6beac,ad61d7f5
1528,350,176,2023-01-05 00:00:00,1/1/00 00:00,67f6beac,ad61d7f5
1528,350,56,2023-01-05 00:00:00,1/1/00 00:00,67f6beac,ad61d7f5
1528,350,22,2023-01-05 00:00:00,1/1/00 00:00,67f6beac,ad61d7f5
1528,350,96,2023-01-05 00:00:00,1/1/00 00:00,67f6beac,ad61d7f5
1528,350,112,2023-01-05 00:00:00,1/1/00 00:00,67f6beac,ad61d7f5
1528,350,200,2023-01-05 00:00:00,1/1/00 00:00,67f6beac,ad61d7f5
1528,6491,132,2023-09-28 00:00:00,1/1/00 00:00,Online_Sales,c89950c2
1528,1134,95,2023-06-09 00:00:00,1/1/00 00:00,a6526ca0,ab7a98fc
1528,5023,55,2023-01-26 00:00:00,1/1/00 00:00,Online_Sales,f0bd21d1
1528,3747,28,2024-05-27 00:00:00,1/1/00 00:00,62dbe763,16ab42c7
1528,4231,60,2023-05-21 00:00:00,1/1/00 00:00,Online_Sales,24134743
1528,4231,88,2023-09-20 00:00:00,1/1/00 00:00,Online_Sales,51911ef9
1528,10638,126,2024-01-20 00:00:00,1/1/00 00:00,33ad869b,6413750d
1528,1576,115,2023-02-20 00:00:00,1/1/00 00:00,33ad869b,cd1cfe90
1528,1223,45,2023-05-20 00:00:00,1/1/00 00:00,490fd7d2,6a35fca3
1528,3747,28,2024-05-27 00:00:00,1/1/00 00:00,62dbe763,16ab42c7
1528,3747,28,2024-05-27 00:00:00,1/1/00 00:00,62dbe763,16ab42c7
1528,3747,28,2024-05-27 00:00:00,1/1/00 00:00,62dbe763,16ab42c7
1528,4719,42,17/11/23 00:00,1/1/00 00:00,f3a00157,e59dc467
1528,3747,28,2024-05-27 00:00:00,1/1/00 00:00,62dbe763,16ab42c7
1528,3747,62,2024-05-30 00:00:00,1/1/00 00:00,62dbe763,2935c3b0
1528,2784,130,2023-06-19 00:00:00,1/1/00 00:00,Online_Sales,cf85e86d
1528,2784,130,2023-06-19 00:00:00,1/1/00 00:00,Online_Sales,cf85e86d
1528,2784,120,2023-06-19 00:00:00,1/1/00 00:00,Online_Sales,cf85e86d
1528,2784,120,2023-08-08 00:00:00,1/1/00 00:00,Online_Sales,8ce2aba0
1528,2784,76,2023-08-08 00:00:00,1/1/00 00:00,Online_Sales,8ce2aba0
1528,2784,-50,2023-08-20 00:00:00,24/8/23 00:00,Online_Sales,4e4b8e2a
1528,2784,22,2023-08-20 00:00:00,1/1/00 00:00,Online_Sales,4e4b8e2a
1528,2784,43,2023-08-20 00:00:00,1/1/00 00:00,Online_Sales,4e4b8e2a
1528,3439,74,2024-11-28 00:00:00,1/1/00 00:00,Online_Sales,2e2faba5
1528,11538,28,2024-10-10 00:00:00,1/1/00 00:00,c0d74163,ed8ef383
1528,3032,-40,2024-03-22 00:00:00,24/3/24 00:00,c0d74163,647eb47d
1528,5528,106,2023-09-06 00:00:00,1/1/00 00:00,Online_Sales,9b216902
1528,5528,98,2023-09-06 00:00:00,1/1/00 00:00,Online_Sales,9b216902
1528,5528,69,2023-09-06 00:00:00,1/1/00 00:00,Online_Sales,9b216902
1528,5528,54,2023-09-06 00:00:00,1/1/00 00:00,Online_Sales,9b216902
1528,6330,51,2023-09-16 00:00:00,1/1/00 00:00,Online_Sales,2106a2a7
1528,6330,112,2023-09-16 00:00:00,1/1/00 00:00,Online_Sales,2106a2a7
1528,4680,29,2023-03-23 00:00:00,1/1/00 00:00,490fd7d2,e35add24
1528,4680,122,2023-03-23 00:00:00,1/1/00 00:00,490fd7d2,e35add24
1528,4680,74,2023-03-23 00:00:00,1/1/00 00:00,490fd7d2,e35add24
1528,3201,42,2023-03-07 00:00:00,1/1/00 00:00,Online_Sales,3563727e
1528,3201,28,2023-03-07 00:00:00,1/1/00 00:00,Online_Sales,3563727e
1528,3201,33,2023-03-07 00:00:00,1/1/00 00:00,Online_Sales,3563727e
1528,9140,68,2023-05-01 00:00:00,1/1/00 00:00,c0d74163,41b827b4
1528,9340,-89,2023-02-17 00:00:00,21/2/23 00:00,c0d74163,5bb806d1
1528,9340,-45,2023-02-17 00:00:00,21/2/23 00:00,c0d74163,5bb806d1
1528,9429,89,2023-03-14 00:00:00,1/1/00 00:00,c0d74163,335ed339
1528,9429,75,2023-03-14 00:00:00,1/1/00 00:00,c0d74163,335ed339
1528,9429,45,2023-03-14 00:00:00,1/1/00 00:00,c0d74163,335ed339
1528,9430,70,2023-03-14 00:00:00,1/1/00 00:00,c0d74163,4f6930fb
1528,9796,55,2023-06-19 00:00:00,1/1/00 00:00,c0d74163,5d99784c
1528,10000,123,2023-07-25 00:00:00,1/1/00 00:00,c0d74163,ccbf59a6
1528,10379,-123,2023-10-22 00:00:00,8/11/23 00:00,c0d74163,2de51474
1528,10335,111,2023-10-22 00:00:00,1/1/00 00:00,c0d74163,2de51474
1528,10335,123,2023-10-22 00:00:00,1/1/00 00:00,c0d74163,2de51474
1528,10483,32,2023-09-12 00:00:00,1/1/00 00:00,c0d74163,02c35455
1528,2784,63,2023-01-09 00:00:00,1/1/00 00:00,Online_Sales,679b6755
1528,2784,-131,2024-05-26 00:00:00,18/6/24 00:00,Online_Sales,0ddb164c
1528,8743,46,2024-03-08 00:00:00,1/1/00 00:00,fc94cfcf,3ab9137e
1528,2784,-122,2024-08-13 00:00:00,9/9/24 00:00,Online_Sales,8dcce55a
1528,2784,-155,2024-08-13 00:00:00,9/9/24 00:00,Online_Sales,8dcce55a
1528,2784,-155,2024-08-13 00:00:00,9/9/24 00:00,Online_Sales,8dcce55a
1528,2784,48,2024-08-13 00:00:00,1/1/00 00:00,Online_Sales,8dcce55a
1528,2784,-100,2024-08-31 00:00:00,26/9/24 00:00,Online_Sales,3c027cb5
1528,2784,100,2024-08-31 00:00:00,1/1/00 00:00,Online_Sales,4dc8acaf
1528,2784,131,2024-11-22 00:00:00,1/1/00 00:00,Online_Sales,d626be95
1528,2784,60,2024-11-22 00:00:00,1/1/00 00:00,Online_Sales,d626be95
1528,2265,75,2023-05-17 00:00:00,1/1/00 00:00,09304a38,77c2888d
1528,9714,62,2023-05-30 00:00:00,1/1/00 00:00,688eada9,2272b87c
1528,9714,117,2023-05-30 00:00:00,1/1/00 00:00,688eada9,2272b87c
1528,8802,105,2024-11-30 00:00:00,1/1/00 00:00,a6d0d1d9,18334a32
1528,2784,-131,2024-05-26 00:00:00,18/6/24 00:00,Online_Sales,0ddb164c
1528,2784,48,2023-01-09 00:00:00,1/1/00 00:00,Online_Sales,679b6755
1528,2784,55,2023-01-09 00:00:00,1/1/00 00:00,Online_Sales,679b6755
1528,2784,-299,2023-08-11 00:00:00,17/11/23 00:00,Online_Sales,b4ebe456
1528,2784,-299,2023-08-11 00:00:00,17/11/23 00:00,Online_Sales,b4ebe456
1528,2784,,2023-08-11 00:00:00,1/1/00 00:00,Online_Sales,b4ebe456
1528,2784,-299,2023-11-11 00:00:00,30/11/23 00:00,Online_Sales,4c398a93
1528,2784,,2023-11-11 00:00:00,1/1/00 00:00,Online_Sales,4c398a93
1528,2784,97,2023-11-21 00:00:00,1/1/00 00:00,Online_Sales,482acbbd
1528,2784,-108,2024-12-01 00:00:00,7/2/24 00:00,Online_Sales,54f05cb9
1528,2784,25,2024-12-01 00:00:00,1/1/00 00:00,Online_Sales,54f05cb9
1528,2784,75,2024-12-01 00:00:00,1/1/00 00:00,Online_Sales,54f05cb9
1528,2784,33,2024-05-23 00:00:00,1/1/00 00:00,Online_Sales,dca10527
1528,2784,97,2024-05-23 00:00:00,1/1/00 00:00,Online_Sales,dca10527
1528,2784,97,2024-05-23 00:00:00,1/1/00 00:00,Online_Sales,dca10527
1528,2784,123,2024-05-23 00:00:00,1/1/00 00:00,Online_Sales,dca10527
1528,4719,94,17/11/23 00:00,1/1/00 00:00,f3a00157,e59dc467
1528,5868,65,2023-12-29 00:00:00,1/1/00 00:00,50ce3501,ae623b6a
1528,190,31,2023-11-07 00:00:00,1/1/00 00:00,d1d2e2b0,21e2a038
1528,9446,-89,2023-03-16 00:00:00,18/3/23 00:00,ef84ea37,00136bcd
1528,9443,-90,2023-03-17 00:00:00,18/3/23 00:00,62dbe763,fcde0f8c
1528,9441,95,2023-03-17 00:00:00,1/1/00 00:00,62dbe763,fcde0f8c
1528,9441,90,2023-03-17 00:00:00,1/1/00 00:00,62dbe763,fcde0f8c
1528,9446,90,2023-03-18 00:00:00,1/1/00 00:00,ef84ea37,ce2eba78
1528,9443,45,2023-03-18 00:00:00,1/1/00 00:00,62dbe763,7ef30c2b
1528,9443,79,2023-03-18 00:00:00,1/1/00 00:00,62dbe763,7ef30c2b
1528,9474,-45,2023-03-18 00:00:00,23/3/23 00:00,62dbe763,7ef30c2b
1528,9474,-79,2023-03-18 00:00:00,23/3/23 00:00,62dbe763,7ef30c2b
1528,9474,28,2023-03-23 00:00:00,1/1/00 00:00,62dbe763,57edf167
1528,9474,59,2023-03-23 00:00:00,1/1/00 00:00,62dbe763,57edf167
1528,5868,56,2024-07-03 00:00:00,1/1/00 00:00,50ce3501,b5b84d37
1528,7564,34,2024-02-07 00:00:00,1/1/00 00:00,50ce3501,1ff62aa0
1528,7564,53,2024-02-07 00:00:00,1/1/00 00:00,50ce3501,1ff62aa0
1528,7564,77,2024-02-07 00:00:00,1/1/00 00:00,50ce3501,1ff62aa0
1528,7564,110,2024-12-13 00:00:00,1/1/00 00:00,50ce3501,dedd2f0f
1528,5868,84,2024-12-19 00:00:00,1/1/00 00:00,62dbe763,f7e4dacc
1528,3168,33.3,21/8/23 00:00,1/1/00 00:00,Online_Sales,19ed2976
1528,5868,99,2024-12-19 00:00:00,1/1/00 00:00,62dbe763,f7e4dacc
1528,6565,78,2023-10-21 00:00:00,1/1/00 00:00,Online_Sales,687397d1
1528,6565,88,2023-10-21 00:00:00,1/1/00 00:00,Online_Sales,687397d1
1528,6565,280,2023-10-22 00:00:00,1/1/00 00:00,Online_Sales,886b54e5
1528,6565,157,2023-12-22 00:00:00,1/1/00 00:00,Online_Sales,0a7be9ad
1528,3756,52,2023-08-29 00:00:00,1/1/00 00:00,Online_Sales,7ca3c040
1528,3756,138,2023-08-29 00:00:00,1/1/00 00:00,Online_Sales,7ca3c040
1528,5368,104,2023-04-28 00:00:00,1/1/00 00:00,Online_Sales,1a44b89a
1528,3175,60,7/10/24 00:00,1/1/00 00:00,Online_Sales,f92a368c
1528,1998,120,2023-08-31 00:00:00,1/1/00 00:00,50ce3501,e6ec320b
1528,1998,99,2023-08-31 00:00:00,1/1/00 00:00,50ce3501,e6ec320b
1528,1998,60,2023-08-31 00:00:00,1/1/00 00:00,50ce3501,e6ec320b
1528,1998,32,2023-10-25 00:00:00,1/1/00 00:00,50ce3501,17994928
1528,6855,39,2023-12-21 00:00:00,1/1/00 00:00,Online_Sales,f58afbcf
1528,6855,-39,2024-11-20 00:00:00,25/11/24 00:00,50ce3501,4373bd5f
1528,6855,-130,2024-11-20 00:00:00,27/11/24 00:00,50ce3501,4373bd5f
1528,6855,-39,2024-11-20 00:00:00,25/11/24 00:00,50ce3501,4373bd5f
1528,6855,-170,2024-11-20 00:00:00,27/11/24 00:00,50ce3501,4373bd5f
1528,9031,84.15,18/9/24 00:00,1/1/00 00:00,c25dda79,f1b42fa5
1528,9031,68,18/9/24 00:00,1/1/00 00:00,c25dda79,f1b42fa5
1528,6855,39,2024-11-20 00:00:00,1/1/00 00:00,50ce3501,c5df5e27
1528,6855,29,2024-11-25 00:00:00,1/1/00 00:00,50ce3501,0ae94719
1528,8071,78,1/8/24 00:00,1/1/00 00:00,c25dda79,5af37cb7
1528,6855,29,2024-11-25 00:00:00,1/1/00 00:00,50ce3501,f9eeeaa7
1528,6855,97,2024-11-27 00:00:00,1/1/00 00:00,50ce3501,ee496f82
1528,6855,127,2024-11-27 00:00:00,1/1/00 00:00,50ce3501,ee496f82
1528,6565,135,2023-12-22 00:00:00,1/1/00 00:00,Online_Sales,0a7be9ad
1528,562,51,2023-02-06 00:00:00,1/1/00 00:00,10a46a4a,83b92999
1528,4719,75.65,10/8/23 00:00,1/1/00 00:00,f3a00157,90bb0856
1528,6562,160,2023-02-12 00:00:00,1/1/00 00:00,43c997eb,8c40ba15
1528,4144,33,2023-01-26 00:00:00,1/1/00 00:00,Online_Sales,6b2348d4
1528,4144,37,2023-01-26 00:00:00,1/1/00 00:00,Online_Sales,6b2348d4
1528,6635,,2023-09-11 00:00:00,1/1/00 00:00,Online_Sales,3d417a79
1528,6635,192,2023-09-11 00:00:00,1/1/00 00:00,Online_Sales,3d417a79
1528,6635,,2023-11-14 00:00:00,1/1/00 00:00,Online_Sales,62898ca7
1528,6635,113,2023-11-14 00:00:00,1/1/00 00:00,Online_Sales,62898ca7
1528,5008,130,2023-01-22 00:00:00,1/1/00 00:00,Online_Sales,2aa7803c
1528,4893,140,2023-02-04 00:00:00,1/1/00 00:00,Online_Sales,6b8a023d
1528,4893,104,2024-06-24 00:00:00,1/1/00 00:00,Online_Sales,1619ba2b
1528,7811,365,2023-03-31 00:00:00,1/1/00 00:00,0522ac6c,e8ea2d0e
1528,4595,71,2024-04-03 00:00:00,1/1/00 00:00,a6526ca0,bd2d41a1
1528,4595,71,2024-04-03 00:00:00,1/1/00 00:00,a6526ca0,bd2d41a1
1528,4595,63,2024-04-03 00:00:00,1/1/00 00:00,a6526ca0,bd2d41a1
1528,4595,195,2024-04-03 00:00:00,1/1/00 00:00,Online_Sales,0115061f
1528,8917,32,2024-02-24 00:00:00,1/1/00 00:00,fb72e28e,0688f1b5
1528,3128,105,2023-11-17 00:00:00,1/1/00 00:00,Online_Sales,d6db9327
1528,3414,33,2023-08-10 00:00:00,1/1/00 00:00,Online_Sales,86f7fb8f
1528,3414,49,2023-11-22 00:00:00,1/1/00 00:00,Online_Sales,add5d57b
1528,3414,67,2023-12-30 00:00:00,1/1/00 00:00,Online_Sales,24d77769
1528,3414,75,2024-06-01 00:00:00,1/1/00 00:00,Online_Sales,5202f32a
1528,3414,104,2024-03-24 00:00:00,1/1/00 00:00,Online_Sales,650b9ccc
1528,7314,-195,2024-04-20 00:00:00,10/5/24 00:00,Online_Sales,8fda807d
1528,4144,22,2023-01-26 00:00:00,1/1/00 00:00,Online_Sales,6b2348d4
1528,6562,34,2023-10-27 00:00:00,1/1/00 00:00,43c997eb,015e2ea2
1528,562,64,2023-02-06 00:00:00,1/1/00 00:00,10a46a4a,83b92999
1528,6562,34,2023-10-26 00:00:00,1/1/00 00:00,43c997eb,0118758e
1528,562,24,2023-02-06 00:00:00,1/1/00 00:00,10a46a4a,83b92999
1528,562,60,2023-02-06 00:00:00,1/1/00 00:00,10a46a4a,83b92999
1528,562,67,2023-02-06 00:00:00,1/1/00 00:00,10a46a4a,83b92999
1528,4780,33,2023-12-01 00:00:00,1/1/00 00:00,Online_Sales,9d8d9855
1528,702,62,2024-06-08 00:00:00,1/1/00 00:00,c0d74163,88ea38ed
1528,8423,32,2024-06-12 00:00:00,1/1/00 00:00,Online_Sales,df6de665
1528,6520,63,2023-04-10 00:00:00,1/1/00 00:00,Online_Sales,5f4c8528
1528,6520,32,2023-04-10 00:00:00,1/1/00 00:00,Online_Sales,5f4c8528
1528,6520,47,2023-04-10 00:00:00,1/1/00 00:00,Online_Sales,5f4c8528
1528,6520,47,2023-04-10 00:00:00,1/1/00 00:00,Online_Sales,5f4c8528
1528,6520,43,2023-04-10 00:00:00,1/1/00 00:00,Online_Sales,5f4c8528
1528,10172,37,2023-07-09 00:00:00,1/1/00 00:00,688eada9,68bf0356
1528,832,34,2023-04-13 00:00:00,1/1/00 00:00,43c997eb,707e709a
1528,832,22,2023-04-20 00:00:00,1/1/00 00:00,43c997eb,cf86d1eb
1528,832,22,2023-04-20 00:00:00,1/1/00 00:00,43c997eb,cf86d1eb
1528,832,100,2023-04-20 00:00:00,1/1/00 00:00,43c997eb,de5f77ce
1528,6562,-130,2023-10-20 00:00:00,24/10/23 00:00,Online_Sales,649856e3
1528,6562,136,2023-10-24 00:00:00,1/1/00 00:00,43c997eb,cd3531f8
1528,1710,-220,2023-08-30 00:00:00,31/8/23 00:00,13c2f653,dad47bb4
1528,1710,-130,2023-08-30 00:00:00,30/8/23 00:00,436a35c0,dad47bb4
1528,4163,47,2023-01-17 00:00:00,1/1/00 00:00,Online_Sales,f25cd35a
1528,9483,24,2023-03-25 00:00:00,1/1/00 00:00,13c2f653,ebe441b5
1528,4163,50,2023-06-17 00:00:00,1/1/00 00:00,Online_Sales,0b33e7fd
1528,4163,54,2023-06-17 00:00:00,1/1/00 00:00,Online_Sales,0b33e7fd
1528,4163,67,2023-06-17 00:00:00,1/1/00 00:00,Online_Sales,0b33e7fd
1528,4630,155,2023-05-26 00:00:00,1/1/00 00:00,Online_Sales,44a531a9
1528,4630,60,2023-06-14 00:00:00,1/1/00 00:00,Online_Sales,2afc6b92
1528,4630,125,2023-10-09 00:00:00,1/1/00 00:00,Online_Sales,d252243c
1528,4630,95,2023-10-20 00:00:00,1/1/00 00:00,50ce3501,c177e06b
1528,4630,135,2023-07-12 00:00:00,1/1/00 00:00,Online_Sales,4b8050e6
1528,4630,89,2024-04-02 00:00:00,1/1/00 00:00,50ce3501,c43af9e4
1528,4630,45,2024-04-02 00:00:00,1/1/00 00:00,50ce3501,c43af9e4
1528,4630,325,2024-07-19 00:00:00,1/1/00 00:00,Online_Sales,4d7704fa
1528,11296,42,2024-06-08 00:00:00,1/1/00 00:00,ef84ea37,b02e5f0c
1528,2151,42,2024-06-08 00:00:00,1/1/00 00:00,a61c2b8f,6d8c2530
1528,4630,95,2024-08-17 00:00:00,1/1/00 00:00,50ce3501,2a278bd5
1528,4630,36,2024-10-21 00:00:00,1/1/00 00:00,50ce3501,b3b5049c
1528,4630,32,2024-10-21 00:00:00,1/1/00 00:00,50ce3501,b3b5049c
1528,4630,89,2024-10-21 00:00:00,1/1/00 00:00,50ce3501,b3b5049c
1528,4630,60,2024-10-21 00:00:00,1/1/00 00:00,50ce3501,b3b5049c
1528,9483,38,2023-03-25 00:00:00,1/1/00 00:00,13c2f653,ebe441b5
1528,4163,69,2023-01-17 00:00:00,1/1/00 00:00,Online_Sales,f25cd35a
1528,4630,110,2024-10-22 00:00:00,1/1/00 00:00,Online_Sales,84d20f63
1528,4163,69,2023-10-01 00:00:00,1/1/00 00:00,Online_Sales,8bac751b
1528,4151,60,2024-06-26 00:00:00,1/1/00 00:00,Online_Sales,85c1e4e0
1528,4151,-59,2024-06-28 00:00:00,28/6/24 00:00,d8692b82,1057b532
1528,3737,27,2023-03-06 00:00:00,1/1/00 00:00,Online_Sales,e6b94adc
1528,3737,119,2023-06-16 00:00:00,1/1/00 00:00,Online_Sales,4bdba36e
1528,3737,77,2024-04-02 00:00:00,1/1/00 00:00,Online_Sales,f7362b4e
1528,2624,106,2023-11-16 00:00:00,1/1/00 00:00,83a1c700,932f5ae9
1528,6787,116,2023-10-12 00:00:00,1/1/00 00:00,Online_Sales,655239f1
1528,5272,115,2023-01-04 00:00:00,1/1/00 00:00,Online_Sales,49853c09
1528,5272,110,2023-01-04 00:00:00,1/1/00 00:00,Online_Sales,49853c09
1528,5272,95,2023-01-04 00:00:00,1/1/00 00:00,Online_Sales,49853c09
1528,5272,60,2023-01-04 00:00:00,1/1/00 00:00,Online_Sales,49853c09
1528,5272,60,2023-01-04 00:00:00,1/1/00 00:00,Online_Sales,49853c09
1528,5272,130,2023-01-04 00:00:00,1/1/00 00:00,Online_Sales,49853c09
1528,5272,110,2023-01-04 00:00:00,1/1/00 00:00,Online_Sales,49853c09
1528,5272,42,2023-07-15 00:00:00,1/1/00 00:00,Online_Sales,3c864fbe
1528,5272,42,2023-07-15 00:00:00,1/1/00 00:00,Online_Sales,3c864fbe
1528,2896,67,2024-02-22 00:00:00,1/1/00 00:00,Online_Sales,3c05c5b1
1528,9327,32,2023-02-13 00:00:00,1/1/00 00:00,ef84ea37,9881e80b
1528,4163,40,2023-10-01 00:00:00,1/1/00 00:00,Online_Sales,8bac751b
1528,4630,55,2024-12-15 00:00:00,1/1/00 00:00,Online_Sales,5e26c6b1
1528,1710,-140,2023-08-30 00:00:00,31/8/23 00:00,13c2f653,dad47bb4
